RowNumber,CustomerId,CreditScore,GeographyID,GenderID,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Bank DOJ
5652,15766272,521,3,2,61,7,125193.96,1,1,1,109356.53,0,08-08-2016
5653,15800620,691,1,2,29,5,0,2,0,0,199635.93,0,19-11-2017
5654,15569764,687,3,2,41,5,154007.21,1,1,0,158408.23,0,10-12-2017
5655,15747458,677,2,2,43,4,133214.88,2,1,1,95936.84,0,15-04-2019
5656,15573171,695,2,1,63,4,146202.93,1,1,1,126688.83,1,20-05-2019
5657,15736769,663,1,2,27,4,0,2,1,0,150850.29,0,09-09-2019
5658,15763381,496,1,1,30,3,90963.49,1,0,1,27802,0,27-10-2019
5659,15814430,747,2,1,41,5,0,1,1,0,32430.94,1,17-06-2018
5660,15638607,546,1,2,52,6,0,1,1,0,137332.37,1,14-07-2017
5661,15737133,706,2,1,68,5,114386.85,1,1,1,28601.68,0,31-03-2018
5662,15613945,472,1,2,26,4,0,2,1,0,108411.66,0,24-10-2018
5663,15659937,703,1,2,40,4,0,2,0,1,122518.5,0,24-12-2018
5664,15765287,850,1,2,38,3,0,2,1,0,9015.07,0,10-10-2019
5665,15661723,667,2,1,71,6,137260.78,1,0,1,94433.08,1,10-01-2017
5666,15766064,559,1,1,33,4,111060.05,2,1,0,110371.84,0,15-09-2019
5667,15649616,636,2,1,60,3,124447.73,1,1,1,141364.62,1,28-09-2019
5668,15719017,672,1,2,34,4,0,2,1,1,16245.25,0,03-06-2019
5669,15720919,667,1,1,42,6,0,1,0,1,108348.94,1,16-11-2016
5670,15706706,648,3,1,33,6,135310.41,2,0,1,171668.2,0,15-12-2016
5671,15709653,497,1,1,32,4,0,2,1,0,67364.42,0,26-11-2018
5672,15805104,743,1,2,73,5,0,2,0,1,107867.38,0,15-11-2017
5673,15622442,619,1,1,29,5,0,2,1,0,194310.1,0,17-09-2018
5674,15572801,639,2,1,34,6,139393.19,2,0,0,33950.08,0,16-11-2016
5675,15767598,540,2,1,28,4,0,2,0,0,197588.32,0,07-08-2019
5676,15757897,766,1,2,26,4,104258.8,1,1,1,428.23,0,01-12-2018
5677,15568104,749,1,2,26,5,0,2,0,1,34948.77,0,24-05-2018
5678,15763414,655,3,1,32,4,113447.01,1,1,0,82084.3,0,30-12-2018
5679,15732265,630,1,1,33,4,0,2,1,0,64804.59,0,25-11-2018
5680,15621974,778,3,2,33,7,111063.73,2,1,0,83556.65,0,18-04-2016
5681,15803947,757,3,2,30,5,161378.02,1,0,0,71926.28,1,01-02-2018
5682,15720706,529,2,2,39,5,82766.43,1,1,1,122925.44,0,23-03-2018
5683,15759290,620,2,1,29,4,0,2,1,0,13133.88,0,10-11-2018
5684,15651664,615,1,2,61,6,104267.7,1,1,0,62845.64,1,10-08-2017
5685,15795132,735,1,2,25,5,91718.8,1,0,0,28411.23,0,14-09-2018
5686,15811565,705,2,2,47,3,63488.7,1,0,1,28640.92,1,23-10-2019
5687,15713774,644,2,2,46,4,12459.19,1,0,0,156787.34,1,17-07-2019
5688,15691840,505,3,2,37,4,159863.9,2,0,1,125307.87,0,01-01-2019
5689,15682021,471,3,1,23,7,104592.55,2,1,0,131736.23,0,21-06-2016
5690,15612931,722,2,2,50,7,132088.59,1,1,1,128262.14,0,20-07-2016
5691,15676707,577,2,2,39,3,0,2,1,0,91366.42,0,30-12-2019
5692,15601383,744,2,1,44,3,120654.68,1,1,0,82290.81,0,24-11-2019
5693,15662662,573,1,2,30,4,0,2,1,0,66190.21,0,01-05-2019
5694,15752694,653,1,2,32,3,83772.95,1,0,1,23920.65,0,14-12-2019
5695,15590683,660,1,2,31,4,172325.67,1,0,1,45438.38,0,20-10-2018
5696,15773591,787,1,1,46,6,117685.31,2,1,1,93360.35,0,01-01-2017
5697,15723620,617,1,1,41,4,0,2,0,1,14496.67,0,23-07-2019
5698,15671779,567,1,1,39,7,0,2,0,0,168521.72,0,20-04-2016
5699,15672966,682,2,2,64,6,0,2,1,1,103318.44,0,13-12-2016
5700,15624667,684,1,1,35,3,135871.5,1,1,1,87219.41,0,08-10-2019
5701,15812888,447,1,1,41,5,0,4,1,1,197490.39,1,10-12-2017
5702,15724154,625,3,2,49,4,128504.76,1,1,0,126812.63,1,27-11-2018
5703,15749540,585,1,1,36,6,0,2,1,0,94283.09,0,05-01-2017
5704,15621063,516,1,2,42,6,56228.25,1,1,0,46857.52,0,10-07-2017
5705,15661626,732,3,2,45,4,98792.4,1,1,0,81491.7,1,12-11-2018
5706,15698703,628,3,1,40,5,181768.32,2,1,1,129107.97,0,29-11-2017
5707,15801431,682,2,2,48,3,101198.01,1,1,1,49732.9,0,15-12-2019
5708,15649451,746,1,1,25,3,0,2,0,1,88728.47,0,08-12-2019
5709,15626156,655,1,2,60,6,0,2,1,1,86981.45,0,15-07-2017
5710,15606158,644,1,2,39,6,0,1,1,0,3740.93,0,18-09-2017
5711,15589496,778,1,1,34,5,139064.06,2,0,0,67949.32,0,25-11-2017
5712,15730345,617,1,2,35,5,104508.1,1,1,1,147636.46,0,03-06-2018
5713,15572038,660,3,1,35,5,113948.58,1,1,0,188891.96,1,25-06-2018
5714,15643439,537,1,1,47,4,0,2,0,1,25482.62,0,08-11-2018
5715,15604158,554,1,2,39,4,0,2,1,1,18391.93,0,23-12-2018
5716,15657396,806,1,1,31,4,0,2,0,1,140168.36,0,08-01-2019
5717,15709478,611,3,1,37,4,117524.72,2,0,1,161064.29,0,23-06-2019
5718,15628824,665,1,2,37,3,160389.82,1,0,1,183542.08,0,21-11-2019
5719,15814519,648,1,2,37,3,0,2,1,0,194238.92,0,18-12-2019
5720,15636520,692,1,1,27,3,125547.53,1,0,0,7900.46,0,23-11-2019
5721,15794414,507,2,1,46,4,92783.68,1,1,1,51424.29,0,24-08-2019
5722,15643671,696,3,1,49,3,97036.22,2,1,0,152450.84,1,27-10-2019
5723,15700650,681,1,1,34,3,0,2,0,0,55816.2,0,24-12-2019
5724,15680224,687,1,2,26,4,0,2,1,1,32909.13,0,21-06-2019
5725,15784286,641,2,1,40,3,102145.13,1,1,1,100637.07,0,27-09-2019
5726,15693996,507,1,2,33,4,113452.66,1,0,0,142911.99,0,21-09-2019
5727,15764343,688,2,2,46,7,155681.72,1,1,0,26287.21,0,26-01-2016
5728,15704168,535,3,1,38,7,127475.24,1,0,0,60775.76,1,22-05-2016
5729,15680197,701,1,1,41,6,0,2,1,1,146257.77,0,25-09-2016
5730,15633729,488,1,1,43,6,112751.13,1,1,1,28332,0,16-06-2017
5731,15577683,539,1,2,29,3,0,2,1,1,100919.19,0,26-09-2019
5732,15800746,674,1,1,45,4,144889.18,1,1,1,102591.9,1,26-11-2018
5733,15788686,538,2,1,40,3,0,2,1,1,25554.4,0,11-11-2019
5734,15742798,829,1,2,22,4,150126.44,1,1,0,152107.93,1,06-01-2019
5735,15596647,768,1,1,54,7,69712.74,1,1,1,69381.05,0,12-08-2016
5736,15756070,585,2,2,44,5,0,2,0,1,101728.46,0,11-08-2018
5737,15775116,581,1,1,31,4,0,2,0,0,89040.61,0,05-11-2018
5738,15575428,682,3,2,35,5,117438.92,2,1,1,16910.98,0,24-10-2017
5739,15654074,653,1,1,38,7,119315.75,1,1,0,150468.35,0,20-07-2016
5740,15695872,712,1,2,30,7,89571.59,1,1,1,177613.19,0,22-09-2016
5741,15568885,620,3,2,34,5,102251.57,1,1,0,120672.09,0,29-06-2018
5742,15725036,709,1,1,42,6,118546.71,1,0,1,77142.85,0,22-04-2017
5743,15632665,832,1,1,61,4,0,1,0,1,127804.66,1,02-11-2018
5744,15571476,635,2,1,38,3,103257.14,1,0,0,158344.63,0,07-11-2019
5745,15776850,749,2,2,43,4,124209.02,1,1,1,167179.48,0,17-11-2018
5746,15623649,629,2,1,32,5,0,2,1,1,15404.64,0,29-06-2018
5747,15751131,836,2,2,41,4,150302.84,1,1,1,156036.19,0,03-01-2019
5748,15688128,542,2,1,34,4,108653.93,1,0,1,144725.14,0,07-10-2018
5749,15678412,645,1,2,45,3,85325.93,1,0,0,22558.74,0,27-11-2019
5750,15770291,844,1,2,29,4,0,2,0,0,147342.03,0,23-05-2019
5751,15583392,747,3,1,37,6,135776.36,3,1,0,85470.45,1,10-05-2017
5752,15690731,645,1,1,40,5,131411.24,1,1,1,194656.11,0,25-11-2017
5753,15697948,752,2,2,36,5,0,2,1,1,48505.1,0,09-04-2018
5754,15608328,760,2,2,41,4,0,2,0,0,101491.23,0,20-10-2018
5755,15766378,714,3,2,45,4,106431.97,2,1,1,164117.69,0,30-12-2018
5756,15600813,717,1,1,50,4,90305.76,1,1,1,124626.57,0,20-02-2019
5757,15706217,645,3,1,28,4,117466.03,2,1,1,34490.06,0,13-06-2019
5758,15601417,681,1,1,32,3,148884.47,2,1,1,90967.37,0,11-10-2019
5759,15610972,681,3,2,44,3,91115.76,2,0,0,24208.84,1,29-12-2019
5760,15674620,679,3,2,37,4,77373.87,2,0,1,174873.09,0,23-08-2019
5761,15785350,528,2,1,23,4,104744.89,1,1,0,170262.97,0,14-04-2019
5762,15749119,710,1,2,31,5,0,2,1,1,112289.06,0,20-12-2017
5763,15756535,733,3,1,39,7,91538.51,1,1,1,93783,0,05-05-2016
5764,15700965,724,1,2,32,5,0,2,1,1,150026.79,0,01-09-2018
5765,15791851,726,1,2,34,3,185734.75,1,1,1,102036.82,0,18-11-2019
5766,15717156,520,1,1,30,4,143396.54,2,1,1,898.51,0,28-07-2019
5767,15740846,556,1,1,40,5,125909.85,1,1,1,95124.4,0,02-07-2018
5768,15573284,579,1,2,45,4,0,2,0,0,11514.39,0,31-01-2019
5769,15729083,674,1,1,36,6,154525.7,1,0,1,27468.72,0,19-04-2017
5770,15611612,570,1,2,29,6,0,1,1,0,37092.43,0,22-09-2017
5771,15694381,631,1,1,51,5,100654.8,1,1,0,171587.9,0,26-07-2018
5772,15651737,623,2,1,44,4,83325.77,1,0,1,80828.78,0,15-11-2018
5773,15663168,665,1,1,35,4,110934.54,1,1,0,169287.99,0,17-01-2019
5774,15643426,523,2,2,36,4,113680.54,1,0,0,13197.44,0,12-09-2019
5775,15618245,706,3,1,31,3,117020.08,2,1,0,54439.53,0,19-10-2019
5776,15717527,619,1,2,49,4,145359.99,1,1,0,38186.85,0,23-06-2019
5777,15793478,593,3,2,39,5,151391.68,1,1,0,27274.6,1,19-11-2017
5778,15642248,608,2,1,66,5,123935.35,1,1,1,65758.19,0,29-08-2018
5779,15640377,526,1,2,36,4,0,2,1,0,97767.63,0,12-05-2019
5780,15723950,684,2,1,40,5,70291.02,1,1,1,115468.84,1,17-09-2018
5781,15590327,604,3,2,42,5,166031.45,1,1,0,98293.14,0,22-08-2018
5782,15706199,636,3,1,36,4,96643.32,1,0,0,182059.28,0,04-06-2019
5783,15671514,669,2,2,33,5,0,2,0,1,128538.05,0,01-07-2018
5784,15727041,624,1,1,71,4,0,2,1,1,108841.83,0,09-11-2018
5785,15738063,631,1,1,29,4,0,2,1,1,18581.84,0,01-03-2019
5786,15711733,753,1,1,48,4,0,2,0,1,146821.42,0,12-05-2019
5787,15652320,588,1,1,40,4,0,2,0,0,100727.68,0,28-10-2018
5788,15634180,729,3,1,26,7,97268.1,2,1,0,39356.38,0,18-01-2016
5789,15694566,602,1,2,42,4,0,2,0,0,169921.11,1,31-12-2018
5790,15726103,689,3,2,55,7,76296.81,1,1,0,42364.75,1,13-06-2016
5791,15646351,486,2,1,27,3,0,2,1,0,28823.04,0,04-12-2019
5792,15730044,809,3,2,42,5,64497.94,3,0,1,182436.81,1,13-10-2017
5793,15795186,562,1,1,38,5,0,1,1,0,115700.2,0,06-12-2017
5794,15784890,763,2,2,32,6,0,2,1,0,16725.53,0,06-05-2017
5795,15694125,669,1,1,57,3,0,2,1,1,56875.76,0,26-12-2019
5796,15565891,709,1,1,39,5,0,2,1,0,56214.09,0,14-08-2018
5797,15674254,554,2,2,45,4,0,2,1,1,193412.05,0,14-11-2018
5798,15775206,699,1,1,37,6,0,2,0,0,83263.04,0,20-11-2016
5799,15797627,732,2,1,54,4,134249.7,1,0,1,13404.4,0,28-08-2019
5800,15649853,625,1,2,45,5,0,1,1,1,184474.15,1,22-07-2018
5801,15610379,599,1,1,30,3,105443.68,1,1,1,121124.53,0,13-12-2019
5802,15659800,584,2,2,50,4,0,1,0,1,152567.75,1,17-05-2019
5803,15716236,499,1,1,35,5,0,2,1,0,10722.54,0,25-07-2018
5804,15672053,526,2,1,38,4,0,2,0,0,58010.98,0,30-11-2018
5805,15663933,625,3,2,35,4,86147.46,2,1,0,163440.8,1,17-09-2019
5806,15814236,537,2,2,38,6,96939.06,1,1,1,102606.92,0,31-12-2016
5807,15583597,696,2,1,47,5,106758.6,1,1,1,80591.18,0,27-05-2018
5808,15607395,679,1,2,33,4,112528.65,2,1,0,177362.45,0,30-08-2019
5809,15694556,684,1,1,60,5,116563.58,1,1,0,120257.7,1,19-11-2017
5810,15744109,850,1,1,32,6,0,1,1,1,180622.02,0,26-11-2016
5811,15800688,495,2,2,42,5,0,2,0,0,130404.53,0,07-12-2017
5812,15810878,537,2,2,38,4,141786.78,1,0,1,147797.54,0,03-08-2019
5813,15587835,850,1,1,41,5,136416.82,1,0,1,57844.26,0,17-11-2017
5814,15763515,513,1,1,30,7,0,2,1,0,162523.66,0,23-06-2016
5815,15725882,618,3,2,40,6,133245.52,2,1,1,54495.82,0,21-02-2017
5816,15788022,802,3,2,41,6,90757.64,2,0,1,169183.66,0,10-09-2017
5817,15663917,547,1,1,43,5,92350.36,1,0,1,80262.91,0,21-04-2018
5818,15656865,613,3,1,69,4,78778.49,1,0,1,8751.59,0,31-07-2019
5819,15667971,592,3,2,34,6,102143.93,2,1,1,102628.98,0,10-05-2017
5820,15800366,546,1,1,29,5,0,1,1,1,94823.95,0,05-10-2017
5821,15717231,721,3,1,37,5,98459.6,1,0,0,90821.66,0,08-12-2017
5822,15643188,671,3,2,47,5,114603.76,2,1,0,153194.32,1,12-04-2018
5823,15671351,624,2,1,35,6,0,2,1,0,87310.59,0,09-12-2016
5824,15573628,751,3,2,51,3,148074.79,1,1,0,146411.41,1,24-12-2019
5825,15698953,636,2,1,36,4,0,3,1,1,74048.1,1,14-04-2019
5826,15753888,607,2,2,62,6,108004.64,1,1,1,23386.77,1,12-11-2016
5827,15737961,509,3,2,29,6,107712.57,2,1,1,92898.17,0,16-05-2017
5828,15801701,653,2,1,35,5,0,2,1,1,45956.05,0,03-11-2017
5829,15684419,709,2,2,37,4,0,3,1,0,71738.56,0,18-11-2018
5830,15794266,559,1,1,32,6,145303.52,1,1,0,103560.98,0,14-06-2017
5831,15810711,684,3,1,37,5,138476.41,2,1,1,52367.29,0,14-04-2018
5832,15771270,635,1,2,27,3,127471.56,1,1,1,152916.05,1,06-12-2019
5833,15607786,709,1,1,26,5,156551.63,1,0,1,4410.77,0,08-03-2018
5834,15624519,656,3,2,49,5,97092.87,1,1,0,74771.22,1,21-11-2017
5835,15799910,793,1,1,32,5,0,2,1,0,193817.63,1,26-06-2018
5836,15602479,609,2,1,37,4,129312.79,1,1,1,26793.82,0,24-04-2019
5837,15617419,618,3,2,29,7,100315.1,2,1,1,32526.64,0,15-06-2016
5838,15657603,850,1,2,35,6,81684.97,1,1,0,824,0,02-09-2017
5839,15570379,669,2,1,51,5,88827.53,1,0,0,85250.77,1,06-03-2018
5840,15772996,594,3,1,40,7,152092.44,2,1,1,83508.93,0,02-02-2016
5841,15729574,616,2,1,71,5,0,2,1,1,173599.38,0,16-12-2017
5842,15737267,676,1,2,49,3,0,1,1,0,79342.31,1,26-10-2019
5843,15799128,608,2,2,38,7,102406.76,1,0,1,57600.66,0,08-03-2016
5844,15813327,710,1,1,21,6,109130.96,2,1,1,56191.99,0,15-10-2016
5845,15711921,695,1,1,29,5,0,2,1,1,6770.44,0,09-12-2017
5846,15654300,530,3,1,33,5,75242.28,1,0,1,101694.67,0,04-02-2018
5847,15569945,509,2,1,29,5,0,2,1,0,69113.14,0,19-07-2018
5848,15569666,517,1,2,45,6,0,1,0,0,172674.36,1,26-10-2016
5849,15681887,758,3,1,33,4,129142.54,2,1,1,26606.28,0,13-06-2019
5850,15608873,665,1,1,51,6,0,1,0,0,53353.36,0,07-09-2017
5851,15762091,631,3,2,22,4,139129.92,1,1,1,63747.51,0,21-05-2019
5852,15722053,576,2,1,33,6,0,2,0,1,190112.05,0,16-11-2016
5853,15782100,544,2,1,22,6,66483.32,1,0,1,110317.39,0,03-12-2016
5854,15765300,596,3,1,40,6,62389.03,3,1,0,148623.43,1,21-12-2016
5855,15743570,481,1,2,34,6,0,2,1,1,125253.46,0,23-08-2017
5856,15608541,498,1,1,46,5,91857.66,1,1,0,101954.78,1,26-10-2017
5857,15750671,512,2,1,31,4,0,2,1,0,168462.26,0,18-01-2019
5858,15813659,594,1,2,56,4,0,1,1,0,26215.85,1,07-08-2019
5859,15757867,570,1,2,30,3,176173.52,1,1,0,97045.32,1,26-11-2019
5860,15652914,721,2,1,38,7,0,1,0,1,53534.8,0,22-09-2016
5861,15723818,453,1,2,37,5,131834.76,2,1,0,8949.2,0,26-12-2017
5862,15713819,562,1,1,48,6,92347.96,1,1,1,163116.75,0,16-06-2017
5863,15656484,682,1,1,40,5,0,2,1,1,140745.91,0,28-04-2018
5864,15778515,748,1,1,40,5,95297.11,1,0,0,171515.84,0,15-12-2017
5865,15803840,729,1,2,32,5,0,2,0,0,150803.44,0,26-02-2018
5866,15735339,663,1,1,39,4,0,1,1,0,76884.05,0,03-10-2018
5867,15600392,735,1,2,53,4,123845.36,2,0,1,170454.93,1,30-11-2018
5868,15625740,627,3,1,62,4,143426.34,2,1,1,143104.3,0,09-11-2018
5869,15663817,713,1,1,46,4,0,1,1,1,55701.62,0,22-05-2019
5870,15734461,562,3,1,31,4,112708.2,1,0,1,186370.3,0,20-08-2019
5871,15780142,632,1,1,43,4,100013.51,1,1,0,24275.32,0,16-11-2018
5872,15709920,479,1,2,33,3,208165.53,1,0,0,50774.81,1,14-10-2019
5873,15684248,658,2,1,21,5,0,2,0,1,154279.87,0,21-07-2018
5874,15643158,598,1,2,40,7,0,1,1,0,68462.59,1,27-07-2016
5875,15693902,597,1,1,19,5,0,2,1,1,91036.74,0,02-07-2018
5876,15578307,512,1,2,33,4,121685.31,2,1,1,83681.97,0,11-04-2019
5877,15585379,704,1,1,39,5,111525.02,1,1,0,199484.96,0,26-09-2017
5878,15758510,474,1,1,26,4,0,2,0,0,152491.22,0,26-08-2019
5879,15692918,604,3,1,36,5,113546.3,1,1,1,134875.37,0,10-09-2018
5880,15705301,683,1,1,41,5,95696.52,2,1,1,184366.14,0,24-05-2018
5881,15718231,537,1,1,28,7,88963.31,2,1,1,189839.93,0,18-05-2016
5882,15567991,794,2,1,31,3,144880.34,2,0,1,175643.44,0,29-12-2019
5883,15772650,732,1,1,55,4,136576.02,1,0,1,3268.17,1,14-03-2019
5884,15574795,495,1,2,38,4,63093.01,1,1,1,47089.72,0,12-12-2018
5885,15706036,552,3,1,38,7,132271.12,2,1,1,46562.02,0,24-03-2016
5886,15723856,602,1,2,29,6,88814.4,2,1,1,62487.97,0,20-02-2017
5887,15812920,607,3,1,40,4,90594.55,1,0,1,181598.25,0,28-09-2018
5888,15691287,675,3,2,33,4,141816.25,1,1,0,64815.05,1,26-10-2018
5889,15804797,443,1,2,54,3,138547.97,1,1,1,70196.23,1,26-09-2019
5890,15708650,727,1,2,31,3,52192.08,2,0,1,160383.47,0,29-10-2019
5891,15712777,482,1,1,38,3,124976.19,1,1,0,35848.12,0,08-11-2019
5892,15786469,686,1,2,34,7,0,2,1,0,87278.48,0,15-07-2016
5893,15669219,588,3,1,35,4,104356.38,1,1,0,94498.82,0,01-07-2019
5894,15641004,605,2,2,48,6,150315.92,1,0,1,133486.36,0,20-11-2016
5895,15648067,583,1,1,39,4,129299.28,2,1,0,73107.6,0,11-12-2018
5896,15704014,738,3,1,37,4,140950.92,2,1,0,195333.98,0,26-01-2019
5897,15645136,744,2,1,30,6,128065.12,1,1,0,121525.48,0,26-08-2017
5898,15709604,781,1,1,23,3,107433.48,1,1,0,173843.21,0,26-11-2019
5899,15713637,699,1,1,34,4,117468.67,1,1,0,185227.42,0,09-11-2018
5900,15793901,639,1,2,27,4,0,2,0,0,125244.18,0,28-09-2018
5901,15569759,583,1,2,27,4,0,3,1,0,163113.41,0,19-09-2019
5902,15712930,587,1,1,42,6,0,1,0,0,123006.91,0,24-02-2017
5903,15586504,694,1,1,40,6,0,2,1,0,40463.03,0,10-08-2017
5904,15677317,570,1,2,29,4,153040.03,1,1,1,131363.57,1,17-12-2018
5905,15664270,692,3,1,45,5,142084.04,4,1,0,188305.85,1,06-10-2017
5906,15731519,511,1,2,30,3,0,2,1,0,143994.86,0,17-11-2019
5907,15745623,788,1,1,32,6,112079.58,1,0,0,89368.59,0,04-01-2017
5908,15813862,526,2,1,66,4,132044.6,2,1,1,158365.89,0,01-01-2019
5909,15641934,749,2,2,46,7,66582.81,1,1,0,78753.12,1,07-05-2016
5910,15713043,691,1,2,33,4,0,2,1,1,100408.31,0,19-10-2018
5911,15700749,481,1,2,39,5,0,1,1,1,24677.54,0,20-09-2018
5912,15697567,752,1,1,33,4,0,2,1,1,39570.78,0,26-09-2018
5913,15715414,658,1,2,38,3,102895.1,1,0,0,155665.76,0,23-09-2019
5914,15639530,679,2,1,42,5,0,1,1,1,168294.27,0,03-11-2017
5915,15726058,754,3,1,27,4,117578.35,2,0,1,87908.01,0,03-06-2019
5916,15725665,679,1,1,47,5,198546.1,2,1,0,191198.92,1,13-04-2018
5917,15698872,633,2,2,39,7,0,2,0,0,191207.03,0,21-09-2016
5918,15812184,674,1,2,31,6,0,1,1,0,128954.05,0,08-11-2016
5919,15742609,600,3,1,28,6,116623.31,1,0,1,59905.29,0,08-06-2017
5920,15815043,645,2,1,49,5,0,2,1,0,162012.6,0,03-03-2018
5921,15640648,698,1,1,36,4,0,2,0,1,19231.98,0,16-11-2018
5922,15627203,508,2,1,54,4,0,1,1,1,175749.36,0,07-12-2018
5923,15786196,555,1,2,44,5,105770.7,3,1,0,60533.96,1,27-07-2018
5924,15612095,751,1,2,48,6,0,1,1,0,137508.42,1,18-04-2017
5925,15674368,738,1,2,39,3,94435.45,2,0,1,189430.86,0,11-10-2019
5926,15783477,706,3,2,39,3,112889.91,1,0,1,6723.66,0,13-11-2019
5927,15757559,595,1,2,53,6,0,2,1,0,41371.68,1,29-11-2016
5928,15591036,577,3,2,43,4,127940.47,1,0,0,125140.72,1,07-06-2019
5929,15761241,578,3,2,36,6,129745.1,1,1,1,143683.75,0,10-12-2016
5930,15695078,699,1,1,32,5,0,2,1,1,170770.44,0,22-04-2018
5931,15645744,826,1,2,30,5,0,2,0,1,157397.57,0,08-09-2018
5932,15566988,656,3,2,46,5,141535.52,1,1,0,50595.15,1,12-09-2018
5933,15749300,556,1,2,47,4,139914.27,1,1,1,50390.98,0,13-06-2019
5934,15594340,569,1,1,41,4,120243.49,1,1,0,163150.03,1,03-09-2019
5935,15607065,765,1,1,34,5,91835.16,1,0,0,138280.17,0,26-09-2017
5936,15778089,544,2,1,37,5,0,2,0,0,135067.02,0,03-04-2018
5937,15773723,588,2,2,22,4,67178.19,1,1,1,163534.75,1,17-12-2018
5938,15697035,740,2,2,31,4,0,2,0,0,86657.48,0,03-06-2019
5939,15679668,850,2,1,38,6,115378.94,1,0,1,162087.82,0,06-05-2017
5940,15709861,766,3,1,30,5,127786.28,2,1,1,28879.3,0,08-08-2018
5941,15791958,849,1,2,41,3,0,2,1,1,169203.51,1,01-11-2019
5942,15791030,612,1,2,33,6,64900.32,2,1,0,102426.12,0,10-12-2016
5943,15695339,517,3,1,53,3,109172.88,1,1,0,54676.1,1,23-11-2019
5944,15658813,645,1,2,55,6,0,2,1,1,18369.33,0,19-12-2016
5945,15715709,696,3,1,43,4,114091.38,1,0,1,159888.1,0,20-10-2018
5946,15722533,716,1,2,40,7,0,2,0,1,167636.15,0,21-06-2016
5947,15683118,590,1,1,32,4,0,2,1,0,138889.15,0,29-05-2019
5948,15672798,656,1,2,45,4,145933.27,1,1,1,199392.14,0,28-08-2019
5949,15680112,473,3,2,35,3,131504.73,1,1,0,189560.43,0,02-10-2019
5950,15714575,742,3,2,44,3,107926.02,1,0,1,17375.27,1,24-10-2019
5951,15806808,834,3,2,57,4,112281.6,3,1,0,140225.14,1,30-11-2018
5952,15590637,721,1,1,41,3,0,2,0,1,61018.85,0,23-09-2019
5953,15657535,590,2,1,29,5,0,1,1,1,51907.72,1,17-11-2017
5954,15696141,516,2,2,31,4,0,1,1,0,47018.75,0,19-12-2018
5955,15811947,850,1,1,33,3,124781.67,1,0,1,33700.52,0,15-11-2019
5956,15649024,748,1,2,39,5,132865.56,1,1,1,59636.43,1,25-02-2018
5957,15594928,798,3,2,38,7,129055.13,1,1,0,157147.59,0,21-03-2016
5958,15765532,612,3,1,76,6,96166.88,1,1,1,191393.26,0,06-11-2016
5959,15741719,540,1,2,40,5,165298.12,1,0,1,199862.75,0,01-06-2018
5960,15665629,719,2,2,33,4,0,2,1,0,20016.59,0,01-08-2019
5961,15728917,598,1,1,48,6,120682.53,1,1,0,30635.52,1,10-07-2017
5962,15762993,796,2,1,32,7,102773.15,2,0,1,117832.88,0,15-05-2016
5963,15571193,579,3,1,42,6,144386.32,1,1,1,22497.1,1,01-01-2017
5964,15653521,850,3,2,40,6,104449.8,1,1,1,747.88,0,25-07-2017
5965,15802220,599,2,1,35,4,137102.65,1,0,0,76870.81,0,26-03-2019
5966,15644132,724,1,2,30,4,142475.87,1,1,1,107848.24,0,19-05-2019
5967,15600832,508,1,2,43,6,0,1,1,0,103726.71,0,25-11-2016
5968,15797919,773,2,1,37,4,103195.2,2,1,0,178268.36,0,20-10-2018
5969,15603743,526,1,1,28,3,112070.44,1,0,1,126281.83,0,11-12-2019
5970,15579714,542,1,2,29,6,0,2,0,1,196651.72,0,16-12-2016
5971,15634295,470,1,1,35,5,96473.59,1,0,0,5962.3,0,30-08-2018
5972,15786680,805,2,1,37,6,0,2,1,0,21928.81,0,31-12-2016
5973,15623499,548,3,1,49,6,108437.89,1,0,0,127022.87,1,06-05-2017
5974,15691823,672,1,1,37,4,153195.59,1,1,1,162763.01,0,30-11-2018
5975,15809279,773,1,1,45,3,96877.21,1,1,1,113950.51,0,05-12-2019
5976,15758039,614,1,1,44,6,0,2,0,1,104930.46,0,24-06-2017
5977,15807163,537,1,2,38,4,0,1,0,0,52337.97,1,05-02-2019
5978,15631639,704,1,2,40,5,95452.89,1,0,1,179964.55,0,12-01-2018
5979,15713770,586,2,1,41,5,63873.56,1,1,0,83753.64,0,01-01-2018
5980,15698167,677,1,2,24,4,148298.59,2,0,0,182913.95,0,02-04-2019
5981,15781710,558,2,2,31,5,0,2,1,0,166720.28,0,20-11-2017
5982,15801296,634,3,2,37,4,143258.85,2,1,0,192721.98,0,12-09-2019
5983,15704378,655,3,1,37,6,121342.24,1,1,1,180241.44,0,25-09-2016
5984,15767891,619,3,2,28,4,99152.73,2,1,0,48475.12,0,10-05-2019
5985,15640667,662,1,2,41,3,0,2,1,0,126551.48,0,10-12-2019
5986,15702145,705,2,1,33,4,68423.89,1,1,1,64872.55,0,22-09-2019
5987,15679738,527,2,2,35,6,0,1,1,0,98031.53,1,22-11-2016
5988,15636634,630,3,2,25,5,79656.81,1,1,0,93524.22,0,03-10-2017
5989,15809227,850,1,1,35,5,0,2,1,1,56991.66,0,20-10-2017
5990,15601811,668,1,2,53,5,110240.04,1,0,0,183980.56,1,13-04-2018
5991,15625494,573,1,2,32,4,125321.84,2,1,1,130234.63,0,06-05-2019
