Date (StatewiseTestingDetails.csv),State (StatewiseTestingDetails.csv),Negative,Positive,Total Samples
03-06-2020,Andhra Pradesh,399776,3279,403747
04-06-2020,Andhra Pradesh,409621,3377,413733
05-06-2020,Andhra Pradesh,419314,3427,423564
06-06-2020,Andhra Pradesh,431875,3588,436335
07-06-2020,Andhra Pradesh,449371,3718,454030
08-06-2020,Andhra Pradesh,463463,3843,468276
09-06-2020,Andhra Pradesh,478332,3990,483361
10-06-2020,Andhra Pradesh,493469,4126,498716
11-06-2020,Andhra Pradesh,504889,4261,510318
12-06-2020,Andhra Pradesh,516457,4402,522093
13-06-2020,Andhra Pradesh,530712,4588,536570
14-06-2020,Andhra Pradesh,546050,4841,552202
15-06-2020,Andhra Pradesh,560919,5087,567375
16-06-2020,Andhra Pradesh,576566,5280,583286
17-06-2020,Andhra Pradesh,591403,5555,598474
18-06-2020,Andhra Pradesh,604901,5854,612397
19-06-2020,Andhra Pradesh,622045,7961,630006
20-06-2020,Andhra Pradesh,643925,8452,652377
21-06-2020,Andhra Pradesh,667899,8929,676828
22-06-2020,Andhra Pradesh,684176,9372,693548
23-06-2020,Andhra Pradesh,704353,9834,714187
24-06-2020,Andhra Pradesh,739903,10331,750234
25-06-2020,Andhra Pradesh,758435,10884,769319
26-06-2020,Andhra Pradesh,780135,11489,791624
27-06-2020,Andhra Pradesh,803797,12285,816082
28-06-2020,Andhra Pradesh,828762,13098,841860
29-06-2020,Andhra Pradesh,858185,13891,872076
30-06-2020,Andhra Pradesh,875595,14595,890190
01-07-2020,Andhra Pradesh,903177,15252,918429
02-07-2020,Andhra Pradesh,916616,16097,932713
03-07-2020,Andhra Pradesh,954677,16934,971611
04-07-2020,Andhra Pradesh,978874,17699,996573
05-07-2020,Andhra Pradesh,998443,18697,1017140
06-07-2020,Andhra Pradesh,1013833,20019,1033852
07-07-2020,Andhra Pradesh,1028897,21197,1050090
08-07-2020,Andhra Pradesh,1055474,22259,1077733
09-07-2020,Andhra Pradesh,1070801,23814,1094615
10-07-2020,Andhra Pradesh,1090213,25422,1115635
11-07-2020,Andhra Pradesh,1108990,27235,1136225
12-07-2020,Andhra Pradesh,1124681,29168,1153849
13-07-2020,Andhra Pradesh,1141993,31103,1173096
14-07-2020,Andhra Pradesh,1162747,33019,1195766
15-07-2020,Andhra Pradesh,1182512,35451,1217963
16-07-2020,Andhra Pradesh,1202223,38044,1240267
17-07-2020,Andhra Pradesh,1219866,40646,1260512
18-07-2020,Andhra Pradesh,1239775,44609,1284384
19-07-2020,Andhra Pradesh,1265882,49650,1315532
20-07-2020,Andhra Pradesh,1295388,53724,1349112
21-07-2020,Andhra Pradesh,1327606,58668,1386274
22-07-2020,Andhra Pradesh,1371114,64713,1435827
23-07-2020,Andhra Pradesh,1421168,72711,1493879
24-07-2020,Andhra Pradesh,1461135,80858,1541993
25-07-2020,Andhra Pradesh,1507003,88671,1595674
26-07-2020,Andhra Pradesh,1547021,96298,1643319
27-07-2020,Andhra Pradesh,1584097,102349,1686446
28-07-2020,Andhra Pradesh,1639128,110297,1749425
29-07-2020,Andhra Pradesh,1699619,120390,1820009
30-07-2020,Andhra Pradesh,1759520,130557,1890077
31-07-2020,Andhra Pradesh,1810843,140933,1951776
01-08-2020,Andhra Pradesh,1862364,150209,2012573
02-08-2020,Andhra Pradesh,1906643,158764,2065407
03-08-2020,Andhra Pradesh,1944337,166586,2110923
04-08-2020,Andhra Pradesh,1998737,176333,2175070
05-08-2020,Andhra Pradesh,2049185,186461,2235646
06-08-2020,Andhra Pradesh,2102543,196789,2299332
07-08-2020,Andhra Pradesh,2155310,206960,2362270
08-08-2020,Andhra Pradesh,2207353,217040,2424393
09-08-2020,Andhra Pradesh,2259445,227860,2487305
10-08-2020,Andhra Pradesh,2298779,235525,2534304
11-08-2020,Andhra Pradesh,2348070,,2592619
12-08-2020,Andhra Pradesh,2395621,,2649767
13-08-2020,Andhra Pradesh,2441317,,2705459
14-08-2020,Andhra Pradesh,2485400,,2758485
15-08-2020,Andhra Pradesh,2530380,,2812197
16-08-2020,Andhra Pradesh,2571114,,2860943
17-08-2020,Andhra Pradesh,2608912,,2905521
18-08-2020,Andhra Pradesh,2658245,,2961611
19-08-2020,Andhra Pradesh,2703293,,3019296
20-08-2020,Andhra Pradesh,2749451,,3074847
21-08-2020,Andhra Pradesh,2794917,,3129857
22-08-2020,Andhra Pradesh,2846110,,3191326
23-08-2020,Andhra Pradesh,2884927,,3238038
24-08-2020,Andhra Pradesh,2930789,,3292501
25-08-2020,Andhra Pradesh,2985213,,3356852
26-08-2020,Andhra Pradesh,3036221,,3418690
27-08-2020,Andhra Pradesh,3086900,,3479990
28-08-2020,Andhra Pradesh,3137705,,3541321
29-08-2020,Andhra Pradesh,3189181,,3603345
30-08-2020,Andhra Pradesh,3241655,,3666422
31-08-2020,Andhra Pradesh,3288141,,3722912
01-09-2020,Andhra Pradesh,3337607,,3782746
02-09-2020,Andhra Pradesh,3388019,,3843550
03-09-2020,Andhra Pradesh,3442940,,3905775
04-09-2020,Andhra Pradesh,3492083,,3965694
05-09-2020,Andhra Pradesh,3547986,,4035317
06-09-2020,Andhra Pradesh,3612660,,4107890
07-09-2020,Andhra Pradesh,3659584,,4166077
08-09-2020,Andhra Pradesh,3719976,,4237070
09-09-2020,Andhra Pradesh,3781250,,4308762
10-09-2020,Andhra Pradesh,3843304,,4380991
11-09-2020,Andhra Pradesh,3904442,,4452128
12-09-2020,Andhra Pradesh,3970006,,4527593
13-09-2020,Andhra Pradesh,4032703,,4599826
14-09-2020,Andhra Pradesh,4086276,,4661355
15-09-2020,Andhra Pradesh,4147941,,4731866
16-09-2020,Andhra Pradesh,4214119,,4806879
17-09-2020,Andhra Pradesh,4282909,,4884371
18-09-2020,Andhra Pradesh,4349523,,4959081
19-09-2020,Andhra Pradesh,,,5033676
20-09-2020,Andhra Pradesh,,,5104131
21-09-2020,Andhra Pradesh,4528951,,5160700
22-09-2020,Andhra Pradesh,4590227,,5229529
23-09-2020,Andhra Pradesh,4655837,,5302367
24-09-2020,Andhra Pradesh,4723982,,5378367
25-09-2020,Andhra Pradesh,4786338,,5447796
26-09-2020,Andhra Pradesh,4855035,,5523786
27-09-2020,Andhra Pradesh,4924528,,5600202
28-09-2020,Andhra Pradesh,4985162,,5666323
29-09-2020,Andhra Pradesh,5047401,,5734752
30-09-2020,Andhra Pradesh,5113074,,5806558
01-10-2020,Andhra Pradesh,5177900,,5878135
02-10-2020,Andhra Pradesh,5241744,,5948534
03-10-2020,Andhra Pradesh,5308381,,6021395
04-10-2020,Andhra Pradesh,,,6094206
05-10-2020,Andhra Pradesh,5426839,,6150351
06-10-2020,Andhra Pradesh,5486933,,6216240
07-10-2020,Andhra Pradesh,5548582,,6283009
08-10-2020,Andhra Pradesh,5610234,,6349953
09-10-2020,Andhra Pradesh,5675610,,6420474
10-10-2020,Andhra Pradesh,,,6494099
11-10-2020,Andhra Pradesh,5813889,,6569616
12-10-2020,Andhra Pradesh,5871777,,6630728
13-10-2020,Andhra Pradesh,5939237,,6702810
14-10-2020,Andhra Pradesh,6004808,,6772273
15-10-2020,Andhra Pradesh,6074537,,6846040
16-10-2020,Andhra Pradesh,6144907,,6920377
17-10-2020,Andhra Pradesh,6212112,,6991258
18-10-2020,Andhra Pradesh,6283071,,7066203
19-10-2020,Andhra Pradesh,6341483,,7127533
20-10-2020,Andhra Pradesh,6407075,,7196628
21-10-2020,Andhra Pradesh,6477751,,7271050
22-10-2020,Andhra Pradesh,6550857,,7347776
23-10-2020,Andhra Pradesh,6627330,,7428014
24-10-2020,Andhra Pradesh,,,7502933
25-10-2020,Andhra Pradesh,,,7570352
26-10-2020,Andhra Pradesh,,,7621896
27-10-2020,Andhra Pradesh,6884828,,7696653
28-10-2020,Andhra Pradesh,6958907,,7773681
29-10-2020,Andhra Pradesh,7044780,,7862459
30-10-2020,Andhra Pradesh,7126295,,7946860
31-10-2020,Andhra Pradesh,,,8028905
01-11-2020,Andhra Pradesh,,,8117685
02-11-2020,Andhra Pradesh,7354384,,8182266
03-11-2020,Andhra Pradesh,7436069,,8266800
04-11-2020,Andhra Pradesh,7509057,,8342265
05-11-2020,Andhra Pradesh,7591676,,8427629
06-11-2020,Andhra Pradesh,7668867,,8507230
07-11-2020,Andhra Pradesh,,,8587312
08-11-2020,Andhra Pradesh,7821008,,8663975
09-11-2020,Andhra Pradesh,7880666,,8725025
10-11-2020,Andhra Pradesh,7946690,,8792935
11-11-2020,Andhra Pradesh,8015363,,8863340
12-11-2020,Andhra Pradesh,8090783,,8940488
13-11-2020,Andhra Pradesh,,,9021225
14-11-2020,Andhra Pradesh,,,9101048
15-11-2020,Andhra Pradesh,,,9154263
16-11-2020,Andhra Pradesh,8342543,,9197307
17-11-2020,Andhra Pradesh,8407926,,9264085
18-11-2020,Andhra Pradesh,8476308,,9333703
19-11-2020,Andhra Pradesh,8550157,,9408868
20-11-2020,Andhra Pradesh,8614938,,9474870
21-11-2020,Andhra Pradesh,,,9543177
22-11-2020,Andhra Pradesh,,,9615090
23-11-2020,Andhra Pradesh,8799462,,9662220
24-11-2020,Andhra Pradesh,8863478,,9727321
25-11-2020,Andhra Pradesh,8923373,,9788047
26-11-2020,Andhra Pradesh,8989611,,9855316
27-11-2020,Andhra Pradesh,9046630,,9913068
28-11-2020,Andhra Pradesh,9095353,,9962416
29-11-2020,Andhra Pradesh,,,10017126
30-11-2020,Andhra Pradesh,,,10057854
01-12-2020,Andhra Pradesh,9240959,,10109708
02-12-2020,Andhra Pradesh,9297284,,10166696
03-12-2020,Andhra Pradesh,9359669,,10229745
04-12-2020,Andhra Pradesh,,,10293151
05-12-2020,Andhra Pradesh,,,10350283
06-12-2020,Andhra Pradesh,,,10410612
07-12-2020,Andhra Pradesh,9581330,,10453618
08-12-2020,Andhra Pradesh,,,10509805
09-12-2020,Andhra Pradesh,,,10570843
10-12-2020,Andhra Pradesh,,,10635197
11-12-2020,Andhra Pradesh,9359669,,10699622
12-12-2020,Andhra Pradesh,,,10767117
13-12-2020,Andhra Pradesh,9955459,,10830990
14-12-2020,Andhra Pradesh,10000089,,10875925
15-12-2020,Andhra Pradesh,10061041,,10937377
16-12-2020,Andhra Pradesh,10124662,,11001476
17-12-2020,Andhra Pradesh,10187949,,11065297
18-12-2020,Andhra Pradesh,10256553,,11134359
19-12-2020,Andhra Pradesh,,,11196574
20-12-2020,Andhra Pradesh,,,11260810
21-12-2020,Andhra Pradesh,10422168,,11301105
22-12-2020,Andhra Pradesh,10478191,,11357530
23-12-2020,Andhra Pradesh,10535528,,11415249
24-12-2020,Andhra Pradesh,10594722,,11474797
25-12-2020,Andhra Pradesh,10650776,,11531206
26-12-2020,Andhra Pradesh,10693405,,11574117
27-12-2020,Andhra Pradesh,,,11620503
28-12-2020,Andhra Pradesh,,,11657884
29-12-2020,Andhra Pradesh,10827079,,11708678
30-12-2020,Andhra Pradesh,10882470,,11764418
31-12-2020,Andhra Pradesh,10943280,,11825566
01-01-2021,Andhra Pradesh,11001473,,11884085
02-01-2021,Andhra Pradesh,11049753,,11932603
03-01-2021,Andhra Pradesh,11089698,,11972780
04-01-2021,Andhra Pradesh,11119284,,12002494
05-01-2021,Andhra Pradesh,11170327,,12053914
06-01-2021,Andhra Pradesh,11221245,,12105121
07-01-2021,Andhra Pradesh,11280360,,12164531
08-01-2021,Andhra Pradesh,12224202,,12224202
09-01-2021,Andhra Pradesh,,,12274647
10-01-2021,Andhra Pradesh,,,12324674
11-01-2021,Andhra Pradesh,11470570,,12355607
12-01-2021,Andhra Pradesh,11511359,,12396593
13-01-2021,Andhra Pradesh,,,12441272
14-01-2021,Andhra Pradesh,11597327,,12482943
15-01-2021,Andhra Pradesh,11628929,,12514639
16-01-2021,Andhra Pradesh,,,12540181
17-01-2021,Andhra Pradesh,,,12576272
18-01-2021,Andhra Pradesh,,,12604214
19-01-2021,Andhra Pradesh,11757068,,12643313
20-01-2021,Andhra Pradesh,11803747,,12690165
21-01-2021,Andhra Pradesh,11853091,,12739648
22-01-2021,Andhra Pradesh,11901267,,12787961
23-01-2021,Andhra Pradesh,11944879,,12831731
24-01-2021,Andhra Pradesh,11989103,,12876113
25-01-2021,Andhra Pradesh,12016764,,12903830
26-01-2021,Andhra Pradesh,12054915,,12942153
27-01-2021,Andhra Pradesh,12088612,,12975961
28-01-2021,Andhra Pradesh,12124684,,13012150
29-01-2021,Andhra Pradesh,12167368,,13054959
30-01-2021,Andhra Pradesh,,,13095962
31-01-2021,Andhra Pradesh,,,13137872
01-02-2021,Andhra Pradesh,12271894,,13159794
02-02-2021,Andhra Pradesh,12301099,,13189103
03-02-2021,Andhra Pradesh,12326449,,13214548
04-02-2021,Andhra Pradesh,12354624,,13242802
05-02-2021,Andhra Pradesh,12388403,,13276678
06-02-2021,Andhra Pradesh,12423192,,13311542
07-02-2021,Andhra Pradesh,,,13345522
08-02-2021,Andhra Pradesh,12479131,,13367616
09-02-2021,Andhra Pradesh,12505905,,13394460
10-02-2021,Andhra Pradesh,12534273,,13422878
11-02-2021,Andhra Pradesh,12564713,,13453405
12-02-2021,Andhra Pradesh,12595265,,13484025
13-02-2021,Andhra Pradesh,,,13517440
14-02-2021,Andhra Pradesh,,,13546228
15-02-2021,Andhra Pradesh,12676163,,13565062
16-02-2021,Andhra Pradesh,12700414,,13589373
17-02-2021,Andhra Pradesh,12726837,,13615847
18-02-2021,Andhra Pradesh,12755009,,13644086
19-02-2021,Andhra Pradesh,12781456,,13670612
20-02-2021,Andhra Pradesh,,,13697048
21-02-2021,Andhra Pradesh,12839430,,13728728
22-02-2021,Andhra Pradesh,12857646,,13746985
23-02-2021,Andhra Pradesh,12888739,,13775253
24-02-2021,Andhra Pradesh,,,13807747
25-02-2021,Andhra Pradesh,12953605,,13843190
26-02-2021,Andhra Pradesh,,,13877968
27-02-2021,Andhra Pradesh,13025210,,13915009
28-02-2021,Andhra Pradesh,13064215,,13954131
01-03-2021,Andhra Pradesh,13084426,,13974400
02-03-2021,Andhra Pradesh,13120124,,14010204
03-03-2021,Andhra Pradesh,13156959,,14047174
04-03-2021,Andhra Pradesh,13201934,,14092251
05-03-2021,Andhra Pradesh,13253470,,14143911
06-03-2021,Andhra Pradesh,,,14190477
07-03-2021,Andhra Pradesh,13345487,,14236179
08-03-2021,Andhra Pradesh,13371320,,14262086
09-03-2021,Andhra Pradesh,13416281,,14307165
10-03-2021,Andhra Pradesh,13465134,,14356138
11-03-2021,Andhra Pradesh,13512763,,14403941
12-03-2021,Andhra Pradesh,13557262,,14448650
13-03-2021,Andhra Pradesh,13597535,,14489098
14-03-2021,Andhra Pradesh,,,14534762
15-03-2021,Andhra Pradesh,13665358,,14557366
16-03-2021,Andhra Pradesh,13688514,,14580783
17-03-2021,Andhra Pradesh,13718977,,14611499
18-03-2021,Andhra Pradesh,13749924,,14642664
19-03-2021,Andhra Pradesh,13781224,,14674210
20-03-2021,Andhra Pradesh,13811822,,14705188
21-03-2021,Andhra Pradesh,13842592,,14736326
22-03-2021,Andhra Pradesh,13877657,,14771701
23-03-2021,Andhra Pradesh,13910799,,14805335
24-03-2021,Andhra Pradesh,13945280,,14840401
25-03-2021,Andhra Pradesh,13979718,,14875597
26-03-2021,Andhra Pradesh,14019338,,14916201
27-03-2021,Andhra Pradesh,,,14958897
28-03-2021,Andhra Pradesh,14091224,,14990039
29-03-2021,Andhra Pradesh,14121552,,15021364
30-03-2021,Andhra Pradesh,,,15052215
31-03-2021,Andhra Pradesh,14181190,,15083179
01-04-2021,Andhra Pradesh,14211728,,15114988
02-04-2021,Andhra Pradesh,14241556,,15146104
03-04-2021,Andhra Pradesh,14271418,,15177364
04-04-2021,Andhra Pradesh,14300760,,15208436
05-04-2021,Andhra Pradesh,14330112,,15239114
06-04-2021,Andhra Pradesh,14359828,,15270771
07-04-2021,Andhra Pradesh,14389309,,15302583
08-04-2021,Andhra Pradesh,14418019,,15333851
09-04-2021,Andhra Pradesh,14447176,,15365743
10-04-2021,Andhra Pradesh,14475766,,15397672
11-04-2021,Andhra Pradesh,14503990,,15429391
12-04-2021,Andhra Pradesh,14534482,,15463146
13-04-2021,Andhra Pradesh,14565836,,15498728
14-04-2021,Andhra Pradesh,14597411,,15534460
15-04-2021,Andhra Pradesh,14628066,,15570201
16-04-2021,Andhra Pradesh,14657932,,15606163
17-04-2021,Andhra Pradesh,14686615,,15642070
18-04-2021,Andhra Pradesh,14715955,,15677992
19-04-2021,Andhra Pradesh,14747757,,15715757
20-04-2021,Andhra Pradesh,14776692,,15753679
21-04-2021,Andhra Pradesh,14806595,,15793298
22-04-2021,Andhra Pradesh,14837707,,15835169
23-04-2021,Andhra Pradesh,14871522,,15880750
24-04-2021,Andhra Pradesh,14910796,,15931722
25-04-2021,Andhra Pradesh,14961047,,15994607
26-04-2021,Andhra Pradesh,15025207,,16068648
27-04-2021,Andhra Pradesh,15088208,,16143083
28-04-2021,Andhra Pradesh,15148287,,16217831
29-04-2021,Andhra Pradesh,15219530,,16303866
30-04-2021,Andhra Pradesh,15288670,,16390360
01-05-2021,Andhra Pradesh,15367472,,16488574
02-05-2021,Andhra Pradesh,15457851,,16602873
03-05-2021,Andhra Pradesh,15554154,,16718148
04-05-2021,Andhra Pradesh,15649904,,16833932
05-05-2021,Andhra Pradesh,15744067,,16950299
06-05-2021,Andhra Pradesh,15832260,,17060446
07-05-2021,Andhra Pradesh,15915496,,17160870
08-05-2021,Andhra Pradesh,15991002,,17262441
09-05-2021,Andhra Pradesh,16080332,,17367935
10-05-2021,Andhra Pradesh,16125470,,17428059
11-05-2021,Andhra Pradesh,16192003,,17514937
12-05-2021,Andhra Pradesh,16261301,,17605687
13-05-2021,Andhra Pradesh,16335348,,17702133
14-05-2021,Andhra Pradesh,16402417,,17791220
15-05-2021,Andhra Pradesh,16469435,,17880755
16-05-2021,Andhra Pradesh,16539814,,17975305
17-05-2021,Andhra Pradesh,16595002,,18049054
18-05-2021,Andhra Pradesh,16664935,,18140307
19-05-2021,Andhra Pradesh,16743105,,18241637
20-05-2021,Andhra Pradesh,16821776,,18342918
21-05-2021,Andhra Pradesh,16893070,,18435149
22-05-2021,Andhra Pradesh,16963698,,18525758
23-05-2021,Andhra Pradesh,17036560,,18617387
24-05-2021,Andhra Pradesh,17082401,,18676222
25-05-2021,Andhra Pradesh,17140096,,18749201
26-05-2021,Andhra Pradesh,17212931,,18840321
27-05-2021,Andhra Pradesh,17280988,,18924545
28-05-2021,Andhra Pradesh,17351061,,19009047
29-05-2021,Andhra Pradesh,17416869,,19088611
30-05-2021,Andhra Pradesh,17487701,,19172843
31-05-2021,Andhra Pradesh,17563219,,19256304
01-06-2021,Andhra Pradesh,15858831,,19350008
02-06-2021,Andhra Pradesh,17730900,,19448056
03-06-2021,Andhra Pradesh,17805702,,19534279
04-06-2021,Andhra Pradesh,17880600,,19619590
05-06-2021,Andhra Pradesh,,,19708031
06-06-2021,Andhra Pradesh,18033382,,19791721
07-06-2021,Andhra Pradesh,18093310,,19856521
08-06-2021,Andhra Pradesh,18175246,,19946253
09-06-2021,Andhra Pradesh,18259991,,20039764
10-06-2021,Andhra Pradesh,18349744,,20137627
11-06-2021,Andhra Pradesh,18443368,,20239490
12-06-2021,Andhra Pradesh,18545032,,20348106
13-06-2021,Andhra Pradesh,18641138,,20450982
14-06-2021,Andhra Pradesh,18724345,,20538738
15-06-2021,Andhra Pradesh,18814757,,20634891
16-06-2021,Andhra Pradesh,18909684,,20736435
17-06-2021,Andhra Pradesh,19006245,,20839147
18-06-2021,Andhra Pradesh,19107488,,20946911
19-06-2021,Andhra Pradesh,19205929,,21050846
20-06-2021,Andhra Pradesh,19300284,,21150847
21-06-2021,Andhra Pradesh,19352666,,21205849
22-06-2021,Andhra Pradesh,19422950,,21280302
23-06-2021,Andhra Pradesh,19498978,,21361014
24-06-2021,Andhra Pradesh,19582619,,21449636
25-06-2021,Andhra Pradesh,19670010,,21541485
26-06-2021,Andhra Pradesh,19761984,,21637606
27-06-2021,Andhra Pradesh,19853061,,21732933
28-06-2021,Andhra Pradesh,19922595,,21804691
29-06-2021,Andhra Pradesh,20010206,,21895922
30-06-2021,Andhra Pradesh,20104105,,21993618
01-07-2021,Andhra Pradesh,20190838,,22084192
02-07-2021,Andhra Pradesh,20281133,,22177951
03-07-2021,Andhra Pradesh,20368735,,22268483
04-07-2021,Andhra Pradesh,20460155,,22363078
05-07-2021,Andhra Pradesh,20530786,,22435809
06-07-2021,Andhra Pradesh,20616122,,22524187
07-07-2021,Andhra Pradesh,,,22608072
08-07-2021,Andhra Pradesh,20784929,,22699142
09-07-2021,Andhra Pradesh,20881992,,22799245
10-07-2021,Andhra Pradesh,20974433,,22894611
11-07-2021,Andhra Pradesh,21063445,,22986288
12-07-2021,Andhra Pradesh,21124524,,23048945
13-07-2021,Andhra Pradesh,21203720,,23130708
14-07-2021,Andhra Pradesh,21291333,,23220912
15-07-2021,Andhra Pradesh,2023364,,23314697
16-07-2021,Andhra Pradesh,21461987,,23396437
17-07-2021,Andhra Pradesh,21550909,,23488031
18-07-2021,Andhra Pradesh,21652959,,23593055
19-07-2021,Andhra Pradesh,21722483,,23664207
20-07-2021,Andhra Pradesh,21808134,,23752356
21-07-2021,Andhra Pradesh,21891887,,23838636
22-07-2021,Andhra Pradesh,,,23909363
23-07-2021,Andhra Pradesh,,,23975283
24-07-2021,Andhra Pradesh,22097590,,24050103
25-07-2021,Andhra Pradesh,,,24134961
26-07-2021,Andhra Pradesh,22236241,,24192633
27-07-2021,Andhra Pradesh,22295999,,24253931
28-07-2021,Andhra Pradesh,22364684,,24324626
29-07-2021,Andhra Pradesh,22441361,,24403410
30-07-2021,Andhra Pradesh,22519934,,24484051
31-07-2021,Andhra Pradesh,22596868,,24563043
01-08-2021,Andhra Pradesh,22680437,,24648899
02-08-2021,Andhra Pradesh,22738532,,24708540
03-08-2021,Andhra Pradesh,22806592,,24778146
04-08-2021,Andhra Pradesh,22889972,,24863968
05-08-2021,Andhra Pradesh,22970124,,24946265
06-08-2021,Andhra Pradesh,23049420,,25027770
07-08-2021,Andhra Pradesh,23127888,,25108146
08-08-2021,Andhra Pradesh,23211121,,25193429
09-08-2021,Andhra Pradesh,23264163,,25247884
10-08-2021,Andhra Pradesh,23326551,,25311733
09-04-2020,Arunachal Pradesh,185,1,206
14-04-2020,Arunachal Pradesh,250,1,280
17-04-2020,Arunachal Pradesh,338,1,363
18-04-2020,Arunachal Pradesh,358,1,389
20-04-2020,Arunachal Pradesh,405,1,439
21-04-2020,Arunachal Pradesh,433,1,454
22-04-2020,Arunachal Pradesh,441,2,496
24-04-2020,Arunachal Pradesh,508,2,526
26-04-2020,Arunachal Pradesh,529,2,568
27-04-2020,Arunachal Pradesh,566,2,584
