State,Updated On,18-44 Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years (Doses Administered),45-60 Years(Individuals Vaccinated),60+ Years (Doses Administered),60+ Years(Individuals Vaccinated),Aefi,Covaxin (Doses Administered),CoviShield (Doses Administered),Female (Doses Administered),Female(Individuals Vaccinated),First Dose Administered,Male (Doses Administered),Male(Individuals Vaccinated),Second Dose Administered,Sessions,Sites,Sputnik V (Doses Administered),Total Doses Administered,Total Individuals Vaccinated,Transgender (Doses Administered),Transgender(Individuals Vaccinated)
India,03-08-2021,205389843,,159919512,,115334573,,25794,57595129,422539027,225275770,,375040194,255277644,,105603734,23639645,47616,509772,480643928,,90514,
India,04-08-2021,208270944,,160857531,,115782798,,25864,58451360,425936633,227376100,,378269912,257443333,,106641361,17215840,35467,523280,484911273,,91840,
India,05-08-2021,212090029,,162222930,,116447979,,25936,59350900,430872848,230251149,,382658786,260416391,,108102152,22435536,48656,537190,490760938,,93398,
India,06-08-2021,215689684,,163655423,,117144009,,26021,60386946,435549916,233084386,,390344882,263310052,,109742188,20015484,41826,552254,500087070,,94678,
India,07-08-2021,219501484,,164936885,,117750715,,26120,61266355,440351772,235857946,,394599261,266234950,,111187777,22675183,46089,570957,505787038,,96188,
India,08-08-2021,220716113,,165420515,,117993321,,26380,61524134,442029168,236796948,,395961470,267236380,,111766433,10353120,18971,576647,507727903,,96621,
India,09-08-2021,224330364,,166757453,,118692689,,26542,62367416,446825051,239518609,,400150406,270163622,,113077994,21978176,46163,588039,513228400,,98275,
India,10-08-2021,,,,,,,,,,,,,,,,,,,,,,
India,11-08-2021,,,,,,,,,,,,,,,,,,,,,,
India,12-08-2021,,,,,,,,,,,,,,,,,,,,,,
India,13-08-2021,,,,,,,,,,,,,,,,,,,,,,
India,14-08-2021,,,,,,,,,,,,,,,,,,,,,,
India,15-08-2021,,,,,,,,,,,,,,,,,,,,,,
Andaman and Nicobar Islands,16-01-2021,,,,,,,,0,23,11,,23,12,,0,2,2,,23,23,0,
Andaman and Nicobar Islands,17-01-2021,,,,,,,,0,23,11,,23,12,,0,2,2,,23,23,0,
Andaman and Nicobar Islands,18-01-2021,,,,,,,,0,42,13,,42,29,,0,9,2,,42,42,0,
Andaman and Nicobar Islands,19-01-2021,,,,,,,,0,89,36,,89,53,,0,12,2,,89,89,0,
Andaman and Nicobar Islands,20-01-2021,,,,,,,,0,124,57,,124,67,,0,16,3,,124,124,0,
Andaman and Nicobar Islands,21-01-2021,,,,,,,,0,239,129,,239,110,,0,22,6,,239,239,0,
Andaman and Nicobar Islands,22-01-2021,,,,,,,,0,552,321,,552,231,,0,29,6,,552,552,0,
Andaman and Nicobar Islands,23-01-2021,,,,,,,,0,920,578,,920,342,,0,32,9,,920,920,0,
Andaman and Nicobar Islands,24-01-2021,,,,,,,,0,966,609,,966,357,,0,38,9,,966,966,0,
Andaman and Nicobar Islands,25-01-2021,,,,,,,,0,1519,1072,,1519,447,,0,43,10,,1519,1519,0,
Andaman and Nicobar Islands,26-01-2021,,,,,,,,0,1519,1072,,1519,447,,0,43,10,,1519,1519,0,
Andaman and Nicobar Islands,27-01-2021,,,,,,,,0,1519,1072,,1519,447,,0,43,10,,1519,1519,0,
Andaman and Nicobar Islands,28-01-2021,,,,,,,,0,1956,1393,,1956,563,,0,48,10,,1956,1956,0,
Andaman and Nicobar Islands,29-01-2021,,,,,,,,0,2024,1436,,2024,588,,0,50,10,,2024,2024,0,
Andaman and Nicobar Islands,30-01-2021,,,,,,,,0,2060,1469,,2060,591,,0,51,10,,2060,2060,0,
Andaman and Nicobar Islands,31-01-2021,,,,,,,,0,2060,1469,,2060,591,,0,51,10,,2060,2060,0,
Andaman and Nicobar Islands,01-02-2021,,,,,,,,0,2060,1469,,2060,591,,0,51,10,,2060,2060,0,
Andaman and Nicobar Islands,02-02-2021,,,,,,,,0,2060,1469,,2060,591,,0,51,10,,2060,2060,0,
Andaman and Nicobar Islands,03-02-2021,,,,,,,,0,2107,1506,,2107,601,,0,56,12,,2107,2107,0,
Andaman and Nicobar Islands,04-02-2021,,,,,,,,0,2290,1631,,2290,659,,0,57,13,,2290,2290,0,
Andaman and Nicobar Islands,05-02-2021,,,,,,,,0,2514,1809,,2514,705,,0,63,13,,2514,2514,0,
Andaman and Nicobar Islands,06-02-2021,,,,,,,,0,2780,2035,,2780,745,,0,65,13,,2780,2780,0,
Andaman and Nicobar Islands,07-02-2021,,,,,,,,0,2780,2035,,2780,745,,0,65,13,,2780,2780,0,
Andaman and Nicobar Islands,08-02-2021,,,,,,,,0,2780,2035,,2780,745,,0,65,13,,2780,2780,0,
Andaman and Nicobar Islands,09-02-2021,,,,,,,,0,2780,2035,,2780,745,,0,65,13,,2780,2780,0,
Andaman and Nicobar Islands,10-02-2021,,,,,,,,0,2780,2035,,2780,745,,0,65,13,,2780,2780,0,
Andaman and Nicobar Islands,11-02-2021,,,,,,,,0,2780,2035,,2780,745,,0,65,13,,2780,2780,0,
Andaman and Nicobar Islands,12-02-2021,,,,,,,,0,2852,2079,,2852,773,,0,74,14,,2852,2852,0,
Andaman and Nicobar Islands,13-02-2021,,,,,,,,0,3040,2102,,3040,938,,0,74,14,,3040,3040,0,
Andaman and Nicobar Islands,14-02-2021,,,,,,,,0,3040,2102,,3040,938,,0,78,14,,3040,3040,0,
Andaman and Nicobar Islands,15-02-2021,,,,,,,,0,3363,2187,,3363,1176,,104,78,14,,3467,3363,0,
Andaman and Nicobar Islands,16-02-2021,,,,,,,,0,3363,2187,,3363,1176,,104,81,14,,3467,3363,0,
Andaman and Nicobar Islands,17-02-2021,,,,,,,,0,3560,2217,,3560,1343,,104,86,14,,3664,3560,0,
Andaman and Nicobar Islands,18-02-2021,,,,,,,,0,3505,2050,,3505,1455,,341,95,14,,3846,3505,0,
Andaman and Nicobar Islands,19-02-2021,,,,,,,,0,4246,2441,,4246,1805,,652,101,14,,4898,4246,0,
Andaman and Nicobar Islands,20-02-2021,,,,,,,,0,4707,2486,,4707,2221,,946,102,14,,5653,4707,0,
Andaman and Nicobar Islands,21-02-2021,,,,,,,,0,4707,2486,,4707,2221,,946,102,14,,5653,4707,0,
Andaman and Nicobar Islands,22-02-2021,,,,,,,,0,5358,2585,,5358,2773,,1498,118,14,,6856,5358,0,
Andaman and Nicobar Islands,23-02-2021,,,,,,,,0,5436,2605,,5436,2831,,1622,122,14,,7058,5436,0,
Andaman and Nicobar Islands,24-02-2021,,,,,,,,0,5518,2622,,5518,2896,,1722,128,14,,7240,5518,0,
Andaman and Nicobar Islands,25-02-2021,,,,,,,,0,5867,2764,,5867,3103,,1896,134,15,,7763,5867,0,
Andaman and Nicobar Islands,26-02-2021,,,,,,,,0,6029,2824,,6029,3205,,1960,135,15,,7989,6029,0,
Andaman and Nicobar Islands,27-02-2021,,,,,,,,0,6029,2824,,6029,3205,,1960,135,15,,7989,6029,0,
Andaman and Nicobar Islands,28-02-2021,,,,,,,,0,6029,2824,,6029,3205,,1960,135,15,,7989,6029,0,
Andaman and Nicobar Islands,01-03-2021,,,,,,,,0,6029,2824,,6029,3205,,1960,149,15,,7989,6029,0,
Andaman and Nicobar Islands,02-03-2021,,,,,,,,0,6638,3008,,6638,3630,,2086,161,15,,8724,6638,0,
Andaman and Nicobar Islands,03-03-2021,,,,,,,,0,6749,3028,,6749,3721,,2088,172,16,,8837,6749,0,
Andaman and Nicobar Islands,04-03-2021,,,,,,,,0,7266,3133,,7266,4133,,2095,182,16,,9361,7266,0,
Andaman and Nicobar Islands,05-03-2021,,,,,,,,0,7799,3240,,7799,4559,,2098,198,16,,9897,7799,0,
Andaman and Nicobar Islands,06-03-2021,,,,,,,,0,8288,3373,,8288,4915,,2210,224,16,,10498,8288,0,
Andaman and Nicobar Islands,07-03-2021,,,,,,,,0,8848,3597,,8848,5251,,2253,227,16,,11101,8848,0,
Andaman and Nicobar Islands,08-03-2021,,,,,,,,0,9629,3757,,9629,5872,,2375,261,16,,12004,9629,0,
Andaman and Nicobar Islands,09-03-2021,,,,,,,,0,9932,3864,,7542,6068,,2390,500,5,,9932,9932,0,
Andaman and Nicobar Islands,10-03-2021,,,,,,,,0,10161,3950,,7735,6211,,2426,300,3,,10161,10161,0,
Andaman and Nicobar Islands,11-03-2021,,,,,,,,0,10704,4113,,8218,6591,,2486,700,7,,10704,10704,0,
Andaman and Nicobar Islands,12-03-2021,,,,,,,,0,11321,4344,,8735,6977,,2586,700,7,,11321,11321,0,
Andaman and Nicobar Islands,13-03-2021,,,,,,,,0,11638,4450,,8899,7188,,2739,200,2,,11638,11638,0,
Andaman and Nicobar Islands,14-03-2021,,,,,,,,0,11693,4475,,8926,7218,,2767,100,1,,11693,11693,0,
Andaman and Nicobar Islands,15-03-2021,,,,,,,,0,12045,4644,,9202,7401,,2843,500,5,,12045,12045,0,
Andaman and Nicobar Islands,16-03-2021,,4663,,6173,,1111,1,0,14826,4559,,11950,7391,,2876,700,7,,14826,11950,0,
Andaman and Nicobar Islands,17-03-2021,,4682,,6280,,1544,1,0,15489,4790,,12509,7719,,2980,0,0,,15489,12509,0,
Andaman and Nicobar Islands,18-03-2021,,4717,,6352,,1876,1,0,16131,4986,,12948,7962,,3183,800,8,,16131,12948,0,
Andaman and Nicobar Islands,19-03-2021,,4748,,6478,,2064,1,0,16612,5145,,13293,8148,,3319,1000,10,,16612,13293,0,
Andaman and Nicobar Islands,20-03-2021,,4806,,6660,,2383,1,0,17451,5412,,13852,8440,,3599,1100,11,,17451,13852,0,
Andaman and Nicobar Islands,21-03-2021,,4809,,6669,,2387,1,0,17478,5419,,13868,8449,,3610,500,5,,17478,13868,0,
Andaman and Nicobar Islands,22-03-2021,,4839,,6756,,2729,1,0,18085,5621,,14327,8706,,3758,2000,20,,18085,14327,0,
Andaman and Nicobar Islands,23-03-2021,,4915,,7009,,3090,1,0,19121,5962,,15017,9055,,4104,2300,23,,19121,15017,0,
Andaman and Nicobar Islands,24-03-2021,,4936,,7062,,3246,1,0,19693,6088,,15247,9159,,4446,1400,14,,19693,15247,0,
Andaman and Nicobar Islands,25-03-2021,,4966,,7169,,3515,1,0,20318,6297,,15652,9355,,4666,2100,21,,20318,15652,0,
Andaman and Nicobar Islands,26-03-2021,,5005,,7252,,3674,1,0,20789,6415,,15933,9518,,4856,1700,17,,20789,15933,0,
Andaman and Nicobar Islands,27-03-2021,,5036,,7360,,3894,1,0,21356,6583,,16292,9709,,5064,1700,17,,21356,16292,0,
Andaman and Nicobar Islands,28-03-2021,,5036,,7361,,3894,1,0,21358,6583,,16293,9710,,5065,1950,14,,21358,16293,0,
Andaman and Nicobar Islands,29-03-2021,,5036,,7360,,3894,1,0,21357,6583,,16292,9709,,5065,1600,15,,21357,16292,0,
Andaman and Nicobar Islands,30-03-2021,,5070,,7465,,4164,1,0,21840,6762,,16701,9939,,5139,1600,16,,21840,16701,0,
Andaman and Nicobar Islands,31-03-2021,,5076,,7495,,4225,1,0,21938,6809,,16798,9989,,5140,1300,12,,21938,16798,0,
Andaman and Nicobar Islands,01-04-2021,,5123,,7806,,4504,1,0,22608,7088,,17435,10347,,5173,1700,17,,22608,17435,0,
Andaman and Nicobar Islands,02-04-2021,,5131,,7901,,4525,1,0,22738,7152,,17559,10407,,5179,1000,10,,22738,17559,0,
Andaman and Nicobar Islands,03-04-2021,,5147,,8153,,4696,1,0,23221,7365,,17998,10633,,5223,1200,11,,23221,17998,0,
Andaman and Nicobar Islands,04-04-2021,,5165,,8580,,4930,1,0,23901,7681,,18677,10996,,5224,1200,12,,23901,18677,0,
Andaman and Nicobar Islands,05-04-2021,,5171,,9040,,5286,1,0,24774,8062,,19499,11437,,5275,1800,18,,24774,19499,0,
Andaman and Nicobar Islands,06-04-2021,,5179,,9556,,5708,1,0,25766,8548,,20445,11897,,5321,2300,23,,25766,20445,0,
Andaman and Nicobar Islands,07-04-2021,,5191,,10861,,6577,1,0,27978,9645,,22631,12986,,5347,2400,23,,27978,22631,0,
Andaman and Nicobar Islands,08-04-2021,,5196,,12522,,7643,1,0,30766,10957,,25363,14405,,5403,2800,28,,30766,25363,1,
Andaman and Nicobar Islands,09-04-2021,,5209,,13951,,8536,1,0,33217,12115,,27698,15582,,5519,2800,28,,33217,27698,1,
Andaman and Nicobar Islands,10-04-2021,,5221,,15264,,9376,1,0,35433,13172,,29863,16690,,5570,3000,29,,35433,29863,1,
Andaman and Nicobar Islands,11-04-2021,,5234,,16701,,10075,1,0,37624,14145,,32012,17866,,5612,2800,28,,37624,32012,1,
Andaman and Nicobar Islands,12-04-2021,,5259,,19448,,11863,1,0,42285,16392,,36572,20175,,5713,3400,33,,42285,36572,5,
Andaman and Nicobar Islands,13-04-2021,,5287,,23593,,14131,1,0,48845,19575,,43013,23433,,5832,3400,32,,48845,43013,5,
Andaman and Nicobar Islands,14-04-2021,,5307,,28136,,16209,1,0,55595,22690,,49654,26959,,5941,3300,32,,55595,49654,5,
Andaman and Nicobar Islands,15-04-2021,,5347,,31563,,17866,1,0,60857,25088,,54778,29685,,6079,4000,35,,60857,54778,5,
Andaman and Nicobar Islands,16-04-2021,,5382,,36179,,19776,1,0,67662,28138,,61339,33196,,6323,4900,36,,67662,61339,5,
Andaman and Nicobar Islands,17-04-2021,,5456,,40346,,21647,1,0,74019,31010,,67451,36435,,6568,4300,40,,74019,67451,6,
Andaman and Nicobar Islands,18-04-2021,,5515,,43012,,22746,1,0,78153,32769,,71275,38500,,6878,4700,47,,78153,71275,6,
Andaman and Nicobar Islands,19-04-2021,,5598,,45987,,24088,1,0,83028,34776,,75675,40893,,7353,4750,46,,83028,75675,6,
Andaman and Nicobar Islands,20-04-2021,,5687,,48255,,25029,1,0,86910,36248,,78973,42718,,7937,4800,47,,86910,78973,7,
Andaman and Nicobar Islands,21-04-2021,,5736,,49621,,25542,1,0,89072,37076,,80901,43818,,8171,4100,40,,89072,80901,7,
Andaman and Nicobar Islands,22-04-2021,,5815,,51167,,26249,1,0,91833,38081,,83233,45145,,8600,4200,42,,91833,83233,7,
Andaman and Nicobar Islands,23-04-2021,,5878,,52529,,26791,1,0,94166,38978,,85201,46215,,8965,4200,42,,94166,85201,8,
Andaman and Nicobar Islands,24-04-2021,,5926,,53689,,27178,1,0,96093,39679,,86796,47109,,9297,3900,37,,96093,86796,8,
Andaman and Nicobar Islands,25-04-2021,,5945,,54478,,27439,1,0,97392,40146,,87865,47711,,9527,3500,35,,97392,87865,8,
Andaman and Nicobar Islands,26-04-2021,,5977,,55456,,27854,1,0,99109,40786,,89290,48496,,9819,3500,34,,99109,89290,8,
Andaman and Nicobar Islands,27-04-2021,,8547,,53714,,28190,1,0,100571,41330,,90454,49116,,10117,3500,34,,100571,90454,8,
Andaman and Nicobar Islands,28-04-2021,,8579,,54314,,28497,1,0,101770,41764,,91394,49622,,10376,3100,31,,101770,91394,8,
Andaman and Nicobar Islands,29-04-2021,,8621,,55029,,28766,1,0,102998,42174,,92417,50235,,10581,3200,32,,102998,92417,8,
Andaman and Nicobar Islands,30-04-2021,,8674,,55730,,29087,1,0,104374,42681,,93493,50804,,10881,3200,31,,104374,93493,8,
Andaman and Nicobar Islands,01-05-2021,,8713,,56069,,29218,1,0,105090,42888,,94002,51106,,11088,3300,33,,105090,94002,8,
Andaman and Nicobar Islands,02-05-2021,,8729,,56119,,29276,1,0,105285,42952,,94125,51165,,11160,1400,13,,105285,94125,8,
Andaman and Nicobar Islands,03-05-2021,,8782,,56479,,29371,1,0,106250,43145,,94633,51480,,11617,4000,32,,106250,94633,8,
Andaman and Nicobar Islands,04-05-2021,,8863,,56745,,29455,1,0,107018,43314,,95064,51742,,11954,4100,36,,107018,95064,8,
Andaman and Nicobar Islands,05-05-2021,,8938,,56994,,29567,1,0,107955,43510,,95500,51982,,12455,5400,46,,107955,95500,8,
Andaman and Nicobar Islands,06-05-2021,,9286,,57252,,29690,1,0,109060,43988,,96229,52233,,12831,5100,46,,109060,96229,8,
Andaman and Nicobar Islands,07-05-2021,,9680,,57516,,29773,1,0,110161,44472,,96970,52490,,13191,5400,48,,110161,96970,8,
Andaman and Nicobar Islands,08-05-2021,,9913,,57886,,29839,1,0,111168,44882,,97639,52749,,13529,5000,44,,111168,97639,8,
Andaman and Nicobar Islands,09-05-2021,,10016,,57892,,29839,1,0,111285,44980,,97748,52760,,13537,3800,38,,111285,97748,8,
Andaman and Nicobar Islands,10-05-2021,,10195,,58235,,30008,1,0,112403,45377,,98439,53054,,13964,5200,44,,112403,98439,8,
Andaman and Nicobar Islands,11-05-2021,,10278,,58473,,30093,2,0,113019,45583,,98845,53254,,14174,5500,44,,113019,98845,8,
Andaman and Nicobar Islands,12-05-2021,,10368,,58695,,30154,2,0,113622,45772,,99218,53438,,14404,4600,41,,113622,99218,8,
Andaman and Nicobar Islands,13-05-2021,,10404,,58947,,30249,2,0,114400,45937,,99602,53657,,14798,5300,44,,114400,99602,8,
Andaman and Nicobar Islands,14-05-2021,,10410,,59027,,30251,2,0,114498,45984,,99690,53698,,14808,4400,39,,114498,99690,8,
Andaman and Nicobar Islands,15-05-2021,,10447,,59293,,30316,2,0,115188,46147,,100058,53903,,15130,4000,35,,115188,100058,8,
Andaman and Nicobar Islands,16-05-2021,,10447,,59293,,30316,2,0,115188,46147,,100058,53903,,15130,2120,21,,115188,100058,8,
Andaman and Nicobar Islands,17-05-2021,,10560,,59534,,30396,2,0,115627,46403,,100492,54080,,15135,5655,33,,115627,100492,9,
Andaman and Nicobar Islands,18-05-2021,,10633,,59702,,30436,2,0,115911,46558,,100773,54206,,15138,5115,31,,115911,100773,9,
Andaman and Nicobar Islands,19-05-2021,,10987,,59814,,30474,2,0,116427,46795,,101277,54473,,15150,4710,31,,116427,101277,9,
Andaman and Nicobar Islands,20-05-2021,,11598,,59923,,30504,2,0,117180,47096,,102027,54922,,15153,5612,34,,117180,102027,9,
Andaman and Nicobar Islands,21-05-2021,,12260,,60008,,30525,2,0,117950,47418,,102795,55368,,15155,4403,32,0,117950,102795,9,
Andaman and Nicobar Islands,22-05-2021,,12932,,60115,,30556,2,0,118761,47782,,103605,55814,,15156,5113,30,0,118761,103605,9,
Andaman and Nicobar Islands,23-05-2021,,13301,,60127,,30558,2,0,119144,47984,,103988,55995,,15156,2200,17,0,119144,103988,9,
Andaman and Nicobar Islands,24-05-2021,,13733,,60143,,30561,2,0,119595,48187,,104439,56243,,15156,4117,31,0,119595,104439,9,
Andaman and Nicobar Islands,25-05-2021,,14372,,60185,,30565,2,0,120282,48490,,105124,56625,,15158,4457,30,0,120282,105124,9,
Andaman and Nicobar Islands,26-05-2021,,15161,,60203,,30567,3,0,121091,48876,,105933,57048,,15158,2785,22,0,121091,105933,9,
Andaman and Nicobar Islands,27-05-2021,,15726,,60233,,30586,3,0,121709,49160,,106548,57379,,15161,2985,20,0,121709,106548,9,
Andaman and Nicobar Islands,28-05-2021,,16412,,60293,,30596,3,0,122466,49452,,107304,57843,,15162,4100,26,0,122466,107304,9,
Andaman and Nicobar Islands,29-05-2021,,17279,,60410,,30625,3,0,123483,49893,,108317,58415,,15166,3491,24,0,123483,108317,9,
Andaman and Nicobar Islands,30-05-2021,,17521,,60410,,30625,3,0,123725,50021,,108559,58529,,15166,367,5,0,123725,108559,9,
Andaman and Nicobar Islands,31-05-2021,,17959,,60483,,30642,3,0,124268,50269,,109087,58809,,15181,1670,13,0,124268,109087,9,
Andaman and Nicobar Islands,01-06-2021,,18639,,60525,,30654,3,0,125007,50607,,109821,59205,,15186,1593,11,0,125007,109821,9,
Andaman and Nicobar Islands,02-06-2021,,19072,,60581,,30667,3,0,125514,50874,,110323,59440,,15191,1702,9,0,125514,110323,9,
Andaman and Nicobar Islands,03-06-2021,,19638,,60670,,30690,3,0,126200,51160,,111001,59832,,15199,2728,11,0,126200,111001,9,
Andaman and Nicobar Islands,04-06-2021,,20079,,60724,,30700,3,0,126713,51391,,111506,60106,,15207,2345,8,0,126713,111506,9,
Andaman and Nicobar Islands,05-06-2021,,20476,,60777,,30715,3,0,127194,51624,,111971,60338,,15223,1872,11,0,127194,111971,9,
Andaman and Nicobar Islands,06-06-2021,,20484,,60777,,30715,3,0,127202,51627,,111979,60343,,15223,9,2,0,127202,111979,9,
Andaman and Nicobar Islands,07-06-2021,,20944,,60828,,30732,3,0,127759,51909,,112507,60589,,15252,2052,7,0,127759,112507,9,
